date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-09-21,NBL-1034,419.0,0.0,10,363.0
2024-09-28,NBL-1034,91.0,419.0,10,363.0
2024-10-05,NBL-1034,193.0,419.0,10,363.0
2024-10-12,NBL-1034,354.0,419.0,10,363.0
2024-10-19,NBL-1034,0.0,419.0,10,363.0
2024-10-26,NBL-1034,213.0,419.0,10,363.0
2024-11-02,NBL-1034,329.0,419.0,10,363.0
2024-11-09,NBL-1034,105.0,419.0,10,363.0
2024-11-16,NBL-1034,291.0,419.0,10,363.0
2024-11-23,NBL-1034,397.0,0.0,10,363.0
2024-11-30,NBL-1034,554.0,0.0,10,363.0
2024-12-07,NBL-1034,254.0,419.0,10,363.0
2024-12-14,NBL-1034,407.0,0.0,10,363.0
2024-12-21,NBL-1034,600.0,0.0,10,363.0
2024-12-28,NBL-1034,374.0,0.0,10,363.0
2025-01-04,NBL-1034,612.0,0.0,10,363.0
2025-01-11,NBL-1034,355.0,419.0,10,363.0
2025-01-18,NBL-1034,129.0,419.0,10,363.0
2025-01-25,NBL-1034,320.0,419.0,10,363.0
2025-02-01,NBL-1034,459.0,0.0,10,363.0
2025-02-08,NBL-1034,589.0,0.0,10,363.0
2025-02-15,NBL-1034,316.0,419.0,10,363.0
2025-02-22,NBL-1034,291.0,419.0,10,363.0
2025-03-01,NBL-1034,492.0,0.0,10,363.0
2025-03-08,NBL-1034,265.0,419.0,10,363.0
2025-03-15,NBL-1034,390.0,0.0,10,363.0
2025-03-22,NBL-1034,432.0,0.0,10,363.0
2025-03-29,NBL-1034,147.0,419.0,10,363.0
2025-04-05,NBL-1034,260.0,419.0,10,363.0
2025-04-12,NBL-1034,325.0,419.0,10,363.0
2025-04-19,NBL-1034,419.0,0.0,10,363.0
2025-04-26,NBL-1034,4.0,419.0,10,363.0
2025-05-03,NBL-1034,118.0,419.0,10,363.0
2025-05-10,NBL-1034,389.0,0.0,10,363.0
2025-05-17,NBL-1034,0.0,419.0,10,363.0
2025-05-24,NBL-1034,0.0,419.0,10,363.0
2025-05-31,NBL-1034,303.0,419.0,10,363.0
2025-06-07,NBL-1034,0.0,419.0,10,363.0
2025-06-14,NBL-1034,61.0,419.0,10,363.0
2025-06-21,NBL-1034,268.0,419.0,10,363.0
2025-06-28,NBL-1034,419.0,0.0,10,363.0
2025-07-05,NBL-1034,0.0,419.0,10,363.0
2025-07-12,NBL-1034,125.0,419.0,10,363.0
2025-07-19,NBL-1034,367.0,0.0,10,363.0
2025-07-26,NBL-1034,0.0,419.0,10,363.0
2025-08-02,NBL-1034,20.0,419.0,10,363.0
2025-08-09,NBL-1034,294.0,419.0,10,363.0
2025-08-16,NBL-1034,0.0,419.0,10,363.0
2025-08-23,NBL-1034,0.0,419.0,10,363.0
2025-08-30,NBL-1034,232.0,419.0,10,363.0
2025-09-06,NBL-1034,419.0,0.0,10,363.0
2025-09-13,NBL-1034,0.0,419.0,10,363.0
2025-09-20,NBL-1034,78.0,419.0,10,363.0
2025-09-27,NBL-1034,341.0,419.0,10,363.0
2025-10-04,NBL-1034,0.0,419.0,10,363.0
2025-10-11,NBL-1034,36.0,419.0,10,363.0
2025-10-18,NBL-1034,379.0,0.0,10,363.0
2025-10-25,NBL-1034,0.0,419.0,10,363.0
2025-11-01,NBL-1034,4.0,419.0,10,363.0
2025-11-08,NBL-1034,268.0,419.0,10,363.0
2025-11-15,NBL-1034,419.0,0.0,10,363.0
2025-11-22,NBL-1034,14.0,419.0,10,363.0
2025-11-29,NBL-1034,254.0,419.0,10,363.0
2025-12-06,NBL-1034,394.0,0.0,10,363.0
2025-12-13,NBL-1034,115.0,419.0,10,363.0
2025-12-20,NBL-1034,210.0,419.0,10,363.0
2025-12-27,NBL-1034,339.0,419.0,10,363.0
2026-01-03,NBL-1034,18.0,419.0,10,363.0
2026-01-10,NBL-1034,177.0,419.0,10,363.0
2026-01-17,NBL-1034,284.0,419.0,10,363.0
2026-01-24,NBL-1034,419.0,0.0,10,363.0
2026-01-31,NBL-1034,61.0,419.0,10,363.0
2026-02-07,NBL-1034,225.0,419.0,10,363.0
2026-02-14,NBL-1034,356.0,419.0,10,363.0
2026-02-21,NBL-1034,0.0,419.0,10,363.0
2026-02-28,NBL-1034,200.0,419.0,10,363.0
2026-03-07,NBL-1034,337.0,419.0,10,363.0
2026-03-14,NBL-1034,0.0,419.0,10,363.0
2026-03-21,NBL-1034,101.0,419.0,10,363.0
2026-03-28,NBL-1034,160.0,419.0,10,363.0
2026-04-04,NBL-1034,419.0,0.0,10,363.0
2026-04-11,NBL-1034,0.0,419.0,10,363.0
2026-04-18,NBL-1034,145.0,419.0,10,363.0
2026-04-25,NBL-1034,352.0,419.0,10,363.0
2026-05-02,NBL-1034,0.0,419.0,10,363.0
2026-05-09,NBL-1034,0.0,419.0,10,363.0
2026-05-16,NBL-1034,290.0,419.0,10,363.0
2026-05-23,NBL-1034,0.0,419.0,10,363.0
2026-05-30,NBL-1034,0.0,419.0,10,363.0
2026-06-06,NBL-1034,148.0,419.0,10,363.0
2026-06-13,NBL-1034,419.0,0.0,10,363.0
2026-06-20,NBL-1034,0.0,419.0,10,363.0
2026-06-27,NBL-1034,21.0,419.0,10,363.0
2026-07-04,NBL-1034,351.0,419.0,10,363.0
2026-07-11,NBL-1034,0.0,419.0,10,363.0
2024-07-13,NBL-1035,395.0,0.0,10,266.0
2024-07-20,NBL-1035,142.0,306.0,10,266.0
2024-07-27,NBL-1035,162.0,306.0,10,266.0
2024-08-03,NBL-1035,294.0,0.0,10,266.0
2024-08-10,NBL-1035,0.0,306.0,10,266.0
2024-08-17,NBL-1035,89.0,306.0,10,266.0
2024-08-24,NBL-1035,275.0,0.0,10,266.0
2024-08-31,NBL-1035,15.0,306.0,10,266.0
2024-09-07,NBL-1035,75.0,306.0,10,266.0
2024-09-14,NBL-1035,199.0,306.0,10,266.0
2024-09-21,NBL-1035,306.0,0.0,10,266.0
2024-09-28,NBL-1035,47.0,306.0,10,266.0
2024-10-05,NBL-1035,185.0,306.0,10,266.0
2024-10-12,NBL-1035,289.0,0.0,10,266.0
2024-10-19,NBL-1035,46.0,306.0,10,266.0
2024-10-26,NBL-1035,157.0,306.0,10,266.0
2024-11-02,NBL-1035,262.0,306.0,10,266.0
2024-11-09,NBL-1035,72.0,306.0,10,266.0
2024-11-16,NBL-1035,168.0,306.0,10,266.0
2024-11-23,NBL-1035,297.0,0.0,10,266.0
2024-11-30,NBL-1035,383.0,0.0,10,266.0
2024-12-07,NBL-1035,197.0,306.0,10,266.0
2024-12-14,NBL-1035,314.0,0.0,10,266.0
2024-12-21,NBL-1035,432.0,0.0,10,266.0
2024-12-28,NBL-1035,262.0,306.0,10,266.0
2025-01-04,NBL-1035,419.0,0.0,10,266.0
2025-01-11,NBL-1035,249.0,306.0,10,266.0
2025-01-18,NBL-1035,98.0,306.0,10,266.0
2025-01-25,NBL-1035,258.0,306.0,10,266.0
2025-02-01,NBL-1035,405.0,0.0,10,266.0
2025-02-08,NBL-1035,543.0,0.0,10,266.0
2025-02-15,NBL-1035,361.0,0.0,10,266.0
2025-02-22,NBL-1035,172.0,306.0,10,266.0
2025-03-01,NBL-1035,338.0,0.0,10,266.0
2025-03-08,NBL-1035,147.0,306.0,10,266.0
2025-03-15,NBL-1035,283.0,0.0,10,266.0
2025-03-22,NBL-1035,392.0,0.0,10,266.0
2025-03-29,NBL-1035,149.0,306.0,10,266.0
2025-04-05,NBL-1035,246.0,306.0,10,266.0
2025-04-12,NBL-1035,340.0,0.0,10,266.0
2025-04-19,NBL-1035,458.0,0.0,10,266.0
2025-04-26,NBL-1035,235.0,306.0,10,266.0
2025-05-03,NBL-1035,291.0,0.0,10,266.0
2025-05-10,NBL-1035,290.0,0.0,10,266.0
2025-05-17,NBL-1035,40.0,306.0,10,266.0
2025-05-24,NBL-1035,125.0,306.0,10,266.0
2025-05-31,NBL-1035,267.0,0.0,10,266.0
2025-06-07,NBL-1035,24.0,306.0,10,266.0
2025-06-14,NBL-1035,51.0,306.0,10,266.0
2025-06-21,NBL-1035,185.0,306.0,10,266.0
2025-06-28,NBL-1035,306.0,0.0,10,266.0
2025-07-05,NBL-1035,0.0,306.0,10,266.0
2025-07-12,NBL-1035,131.0,306.0,10,266.0
2025-07-19,NBL-1035,275.0,0.0,10,266.0
2025-07-26,NBL-1035,0.0,306.0,10,266.0
2025-08-02,NBL-1035,59.0,306.0,10,266.0
2025-08-09,NBL-1035,260.0,306.0,10,266.0
2025-08-16,NBL-1035,0.0,306.0,10,266.0
2025-08-23,NBL-1035,73.0,306.0,10,266.0
2025-08-30,NBL-1035,201.0,306.0,10,266.0
2025-09-06,NBL-1035,306.0,0.0,10,266.0
2025-09-13,NBL-1035,79.0,306.0,10,266.0
2025-09-20,NBL-1035,200.0,306.0,10,266.0
2025-09-27,NBL-1035,292.0,0.0,10,266.0
2025-10-04,NBL-1035,56.0,306.0,10,266.0
2025-10-11,NBL-1035,101.0,306.0,10,266.0
2025-10-18,NBL-1035,255.0,306.0,10,266.0
2025-10-25,NBL-1035,31.0,306.0,10,266.0
2025-11-01,NBL-1035,110.0,306.0,10,266.0
2025-11-08,NBL-1035,202.0,306.0,10,266.0
2025-11-15,NBL-1035,306.0,0.0,10,266.0
2025-11-22,NBL-1035,77.0,306.0,10,266.0
2025-11-29,NBL-1035,212.0,306.0,10,266.0
2025-12-06,NBL-1035,348.0,0.0,10,266.0
2025-12-13,NBL-1035,142.0,306.0,10,266.0
2025-12-20,NBL-1035,261.0,306.0,10,266.0
2025-12-27,NBL-1035,378.0,0.0,10,266.0
2026-01-03,NBL-1035,224.0,306.0,10,266.0
2026-01-10,NBL-1035,315.0,0.0,10,266.0
2026-01-17,NBL-1035,442.0,0.0,10,266.0
2026-01-24,NBL-1035,286.0,0.0,10,266.0
2026-01-31,NBL-1035,110.0,306.0,10,266.0
2026-02-07,NBL-1035,213.0,306.0,10,266.0
2026-02-14,NBL-1035,350.0,0.0,10,266.0
2026-02-21,NBL-1035,193.0,306.0,10,266.0
2026-02-28,NBL-1035,281.0,0.0,10,266.0
2026-03-07,NBL-1035,389.0,0.0,10,266.0
2026-03-14,NBL-1035,162.0,306.0,10,266.0
2026-03-21,NBL-1035,320.0,0.0,10,266.0
2026-03-28,NBL-1035,449.0,0.0,10,266.0
2026-04-04,NBL-1035,555.0,0.0,10,266.0
2026-04-11,NBL-1035,343.0,0.0,10,266.0
2026-04-18,NBL-1035,388.0,0.0,10,266.0
2026-04-25,NBL-1035,444.0,0.0,10,266.0
2026-05-02,NBL-1035,195.0,306.0,10,266.0
2026-05-09,NBL-1035,269.0,0.0,10,266.0
2026-05-16,NBL-1035,259.0,306.0,10,266.0
2026-05-23,NBL-1035,0.0,306.0,10,266.0
2026-05-30,NBL-1035,79.0,306.0,10,266.0
2026-06-06,NBL-1035,199.0,306.0,10,266.0
2026-06-13,NBL-1035,306.0,0.0,10,266.0
2026-06-20,NBL-1035,0.0,306.0,10,266.0
2026-06-27,NBL-1035,89.0,306.0,10,266.0
2026-07-04,NBL-1035,274.0,0.0,10,266.0
2026-07-11,NBL-1035,0.0,306.0,10,266.0
2024-07-13,NBL-1036,460.0,0.0,7,327.0
2024-07-20,NBL-1036,377.0,0.0,7,327.0
2024-07-27,NBL-1036,377.0,0.0,7,327.0
2024-08-03,NBL-1036,377.0,0.0,7,327.0
2024-08-10,NBL-1036,377.0,0.0,7,327.0
2024-08-17,NBL-1036,377.0,0.0,7,327.0
2024-08-24,NBL-1036,377.0,0.0,7,327.0
2024-08-31,NBL-1036,377.0,0.0,7,327.0
2024-09-07,NBL-1036,382.0,0.0,7,327.0
2024-09-14,NBL-1036,386.0,0.0,7,327.0
2024-09-21,NBL-1036,377.0,0.0,7,327.0
2024-09-28,NBL-1036,377.0,0.0,7,327.0
2024-10-05,NBL-1036,377.0,0.0,7,327.0
2024-10-12,NBL-1036,406.0,0.0,7,327.0
2024-10-19,NBL-1036,397.0,0.0,7,327.0
2024-10-26,NBL-1036,443.0,0.0,7,327.0
2024-11-02,NBL-1036,505.0,0.0,7,327.0
2024-11-09,NBL-1036,514.0,0.0,7,327.0
2024-11-16,NBL-1036,511.0,0.0,7,327.0
2024-11-23,NBL-1036,546.0,0.0,7,327.0
2024-11-30,NBL-1036,660.0,0.0,7,327.0
2024-12-07,NBL-1036,344.0,0.0,7,327.0
2024-12-14,NBL-1036,448.0,0.0,7,327.0
2024-12-21,NBL-1036,557.0,0.0,7,327.0
2024-12-28,NBL-1036,666.0,0.0,7,327.0
2025-01-04,NBL-1036,392.0,0.0,7,327.0
2025-01-11,NBL-1036,507.0,0.0,7,327.0
2025-01-18,NBL-1036,629.0,0.0,7,327.0
2025-01-25,NBL-1036,356.0,0.0,7,327.0
2025-02-01,NBL-1036,398.0,0.0,7,327.0
2025-02-08,NBL-1036,486.0,0.0,7,327.0
2025-02-15,NBL-1036,563.0,0.0,7,327.0
2025-02-22,NBL-1036,676.0,0.0,7,327.0
2025-03-01,NBL-1036,409.0,0.0,7,327.0
2025-03-08,NBL-1036,471.0,0.0,7,327.0
2025-03-15,NBL-1036,510.0,0.0,7,327.0
2025-03-22,NBL-1036,592.0,0.0,7,327.0
2025-03-29,NBL-1036,344.0,0.0,7,327.0
2025-04-05,NBL-1036,390.0,0.0,7,327.0
2025-04-12,NBL-1036,377.0,0.0,7,327.0
2025-04-19,NBL-1036,437.0,0.0,7,327.0
2025-04-26,NBL-1036,446.0,0.0,7,327.0
2025-05-03,NBL-1036,486.0,0.0,7,327.0
2025-05-10,NBL-1036,555.0,0.0,7,327.0
2025-05-17,NBL-1036,535.0,0.0,7,327.0
2025-05-24,NBL-1036,617.0,0.0,7,327.0
2025-05-31,NBL-1036,605.0,0.0,7,327.0
2025-06-07,NBL-1036,625.0,0.0,7,327.0
2025-06-14,NBL-1036,681.0,0.0,7,327.0
2025-06-21,NBL-1036,672.0,0.0,7,327.0
2025-06-28,NBL-1036,688.0,0.0,7,327.0
2025-07-05,NBL-1036,343.0,0.0,7,327.0
2025-07-12,NBL-1036,377.0,0.0,7,327.0
2025-07-19,NBL-1036,377.0,0.0,7,327.0
2025-07-26,NBL-1036,377.0,0.0,7,327.0
2025-08-02,NBL-1036,404.0,0.0,7,327.0
2025-08-09,NBL-1036,382.0,0.0,7,327.0
2025-08-16,NBL-1036,377.0,0.0,7,327.0
2025-08-23,NBL-1036,385.0,0.0,7,327.0
2025-08-30,NBL-1036,398.0,0.0,7,327.0
2025-09-06,NBL-1036,388.0,0.0,7,327.0
2025-09-13,NBL-1036,417.0,0.0,7,327.0
2025-09-20,NBL-1036,454.0,0.0,7,327.0
2025-09-27,NBL-1036,455.0,0.0,7,327.0
2025-10-04,NBL-1036,499.0,0.0,7,327.0
2025-10-11,NBL-1036,551.0,0.0,7,327.0
2025-10-18,NBL-1036,584.0,0.0,7,327.0
2025-10-25,NBL-1036,331.0,0.0,7,327.0
2025-11-01,NBL-1036,411.0,0.0,7,327.0
2025-11-08,NBL-1036,551.0,0.0,7,327.0
2025-11-15,NBL-1036,329.0,0.0,7,327.0
2025-11-22,NBL-1036,429.0,0.0,7,327.0
2025-11-29,NBL-1036,493.0,0.0,7,327.0
2025-12-06,NBL-1036,630.0,0.0,7,327.0
2025-12-13,NBL-1036,352.0,0.0,7,327.0
2025-12-20,NBL-1036,495.0,0.0,7,327.0
2025-12-27,NBL-1036,652.0,0.0,7,327.0
2026-01-03,NBL-1036,420.0,0.0,7,327.0
2026-01-10,NBL-1036,595.0,0.0,7,327.0
2026-01-17,NBL-1036,328.0,0.0,7,327.0
2026-01-24,NBL-1036,516.0,0.0,7,327.0
2026-01-31,NBL-1036,663.0,0.0,7,327.0
2026-02-07,NBL-1036,382.0,0.0,7,327.0
2026-02-14,NBL-1036,512.0,0.0,7,327.0
2026-02-21,NBL-1036,617.0,0.0,7,327.0
2026-02-28,NBL-1036,401.0,0.0,7,327.0
2026-03-07,NBL-1036,496.0,0.0,7,327.0
2026-03-14,NBL-1036,664.0,0.0,7,327.0
2026-03-21,NBL-1036,434.0,0.0,7,327.0
2026-03-28,NBL-1036,551.0,0.0,7,327.0
2026-04-04,NBL-1036,633.0,0.0,7,327.0
2026-04-11,NBL-1036,370.0,0.0,7,327.0
2026-04-18,NBL-1036,514.0,0.0,7,327.0
2026-04-25,NBL-1036,608.0,0.0,7,327.0
2026-05-02,NBL-1036,369.0,0.0,7,327.0
2026-05-09,NBL-1036,440.0,0.0,7,327.0
2026-05-16,NBL-1036,480.0,0.0,7,327.0
2026-05-23,NBL-1036,589.0,0.0,7,327.0
2026-05-30,NBL-1036,666.0,0.0,7,327.0
2026-06-06,NBL-1036,348.0,0.0,7,327.0
2026-06-13,NBL-1036,453.0,0.0,7,327.0
2026-06-20,NBL-1036,502.0,,7,327.0
2026-06-27,NBL-1036,566.0,0.0,7,327.0
2026-07-04,NBL-1036,628.0,0.0,7,327.0
2026-07-11,NBL-1036,658.0,0.0,7,327.0
2024-07-13,NBL-1037,490.0,0.0,28,361.0
2024-07-20,NBL-1037,381.0,0.0,28,361.0
2024-07-27,NBL-1037,263.0,417.0,28,361.0
2024-08-03,NBL-1037,153.0,417.0,28,361.0
2024-08-10,NBL-1037,464.0,0.0,28,361.0
2024-08-17,NBL-1037,367.0,0.0,28,361.0
2024-08-24,NBL-1037,241.0,417.0,28,361.0
2024-08-31,NBL-1037,157.0,417.0,28,361.0
2024-09-07,NBL-1037,485.0,0.0,28,361.0
2024-09-14,NBL-1037,377.0,0.0,28,361.0
2024-09-21,NBL-1037,265.0,417.0,28,361.0
2024-09-28,NBL-1037,134.0,417.0,28,361.0
2024-10-05,NBL-1037,429.0,0.0,28,361.0
2024-10-12,NBL-1037,309.0,417.0,28,361.0
2024-10-19,NBL-1037,189.0,417.0,28,361.0
2024-10-26,NBL-1037,78.0,417.0,28,361.0
2024-11-02,NBL-1037,417.0,0.0,28,361.0
2024-11-09,NBL-1037,301.0,417.0,28,361.0
2024-11-16,NBL-1037,187.0,417.0,28,361.0
2024-11-23,NBL-1037,102.0,417.0,28,361.0
2024-11-30,NBL-1037,417.0,0.0,28,361.0
2024-12-07,NBL-1037,298.0,417.0,28,361.0
2024-12-14,NBL-1037,205.0,417.0,28,361.0
2024-12-21,NBL-1037,83.0,417.0,28,361.0
2024-12-28,NBL-1037,417.0,0.0,28,361.0
2025-01-04,NBL-1037,300.0,417.0,28,361.0
2025-01-11,NBL-1037,193.0,417.0,28,361.0
2025-01-18,NBL-1037,82.0,417.0,28,361.0
2025-01-25,NBL-1037,417.0,0.0,28,361.0
2025-02-01,NBL-1037,288.0,417.0,28,361.0
2025-02-08,NBL-1037,142.0,417.0,28,361.0
2025-02-15,NBL-1037,30.0,417.0,28,361.0
2025-02-22,NBL-1037,417.0,0.0,28,361.0
2025-03-01,NBL-1037,294.0,417.0,28,361.0
2025-03-08,NBL-1037,186.0,417.0,28,361.0
2025-03-15,NBL-1037,71.0,417.0,28,361.0
2025-03-22,NBL-1037,417.0,0.0,28,361.0
2025-03-29,NBL-1037,313.0,417.0,28,361.0
2025-04-05,NBL-1037,181.0,417.0,28,361.0
2025-04-12,NBL-1037,39.0,417.0,28,361.0
2025-04-19,NBL-1037,417.0,0.0,28,361.0
2025-04-26,NBL-1037,284.0,417.0,28,361.0
2025-05-03,NBL-1037,140.0,417.0,28,361.0
2025-05-10,NBL-1037,0.0,417.0,28,361.0
2025-05-17,NBL-1037,417.0,0.0,28,361.0
2025-05-24,NBL-1037,294.0,417.0,28,361.0
2025-05-31,NBL-1037,145.0,417.0,28,361.0
2025-06-07,NBL-1037,0.0,417.0,28,361.0
2025-06-14,NBL-1037,417.0,0.0,28,361.0
2025-06-21,NBL-1037,279.0,417.0,28,361.0
2025-06-28,NBL-1037,125.0,417.0,28,361.0
2025-07-05,NBL-1037,0.0,417.0,28,361.0
2025-07-12,NBL-1037,417.0,0.0,28,361.0
2025-07-19,NBL-1037,265.0,417.0,28,361.0
2025-07-26,NBL-1037,116.0,417.0,28,361.0
2025-08-02,NBL-1037,0.0,417.0,28,361.0
2025-08-09,NBL-1037,417.0,0.0,28,361.0
2025-08-16,NBL-1037,273.0,417.0,28,361.0
2025-08-23,NBL-1037,121.0,417.0,28,361.0
2025-08-30,NBL-1037,2.0,417.0,28,361.0
2025-09-06,NBL-1037,417.0,0.0,28,361.0
2025-09-13,NBL-1037,254.0,417.0,28,361.0
2025-09-20,NBL-1037,93.0,417.0,28,361.0
2025-09-27,NBL-1037,0.0,417.0,28,361.0
2025-10-04,NBL-1037,417.0,0.0,28,361.0
2025-10-11,NBL-1037,268.0,417.0,28,361.0
2025-10-18,NBL-1037,104.0,417.0,28,361.0
2025-10-25,NBL-1037,0.0,417.0,28,361.0
2025-11-01,NBL-1037,417.0,0.0,28,361.0
2025-11-08,NBL-1037,275.0,417.0,28,361.0
2025-11-15,NBL-1037,142.0,417.0,28,361.0
2025-11-22,NBL-1037,0.0,417.0,28,361.0
2025-11-29,NBL-1037,417.0,0.0,28,361.0
2025-12-06,NBL-1037,302.0,417.0,28,361.0
2025-12-13,NBL-1037,165.0,417.0,28,361.0
2025-12-20,NBL-1037,4.0,417.0,28,361.0
2025-12-27,NBL-1037,417.0,0.0,28,361.0
2026-01-03,NBL-1037,276.0,417.0,28,361.0
2026-01-10,NBL-1037,175.0,417.0,28,361.0
2026-01-17,NBL-1037,32.0,417.0,28,361.0
2026-01-24,NBL-1037,417.0,0.0,28,361.0
2026-01-31,NBL-1037,251.0,417.0,28,361.0
2026-02-07,NBL-1037,97.0,417.0,28,361.0
2026-02-14,NBL-1037,0.0,417.0,28,361.0
2026-02-21,NBL-1037,417.0,0.0,28,361.0
2026-02-28,NBL-1037,270.0,417.0,28,361.0
2026-03-07,NBL-1037,133.0,417.0,28,361.0
2026-03-14,NBL-1037,0.0,417.0,28,361.0
2026-03-21,NBL-1037,417.0,0.0,28,361.0
2026-03-28,NBL-1037,266.0,417.0,28,361.0
2026-04-04,NBL-1037,111.0,417.0,28,361.0
2026-04-11,NBL-1037,0.0,417.0,28,361.0
2026-04-18,NBL-1037,417.0,0.0,28,361.0
2026-04-25,NBL-1037,259.0,417.0,28,361.0
2026-05-02,NBL-1037,83.0,417.0,28,361.0
2026-05-09,NBL-1037,0.0,417.0,28,361.0
2026-05-16,NBL-1037,417.0,0.0,28,361.0
2026-05-23,NBL-1037,231.0,417.0,28,361.0
2026-05-30,NBL-1037,43.0,417.0,28,361.0
2026-06-06,NBL-1037,0.0,417.0,28,361.0
2026-06-13,NBL-1037,417.0,0.0,28,361.0
2026-06-20,NBL-1037,230.0,417.0,28,361.0
2026-06-27,NBL-1037,52.0,417.0,28,361.0
2026-07-04,NBL-1037,0.0,417.0,28,361.0
2026-07-11,NBL-1037,417.0,0.0,28,361.0
2024-07-13,NBL-1038,249.0,0.0,10,182.0
2024-07-20,NBL-1038,68.0,210.0,10,182.0
2024-07-27,NBL-1038,105.0,210.0,10,182.0
2024-08-03,NBL-1038,196.0,0.0,10,182.0
2024-08-10,NBL-1038,0.0,210.0,10,182.0
2024-08-17,NBL-1038,86.0,210.0,10,182.0
2024-08-24,NBL-1038,186.0,0.0,10,182.0
2024-08-31,NBL-1038,3.0,210.0,10,182.0
2024-09-07,NBL-1038,27.0,210.0,10,182.0
2024-09-14,NBL-1038,118.0,210.0,10,182.0
2024-09-21,NBL-1038,210.0,0.0,10,182.0
2024-09-28,NBL-1038,61.0,210.0,10,182.0
2024-10-05,NBL-1038,142.0,210.0,10,182.0
2024-10-12,NBL-1038,208.0,0.0,10,182.0
2024-10-19,NBL-1038,71.0,210.0,10,182.0
2024-10-26,NBL-1038,157.0,210.0,10,182.0
2024-11-02,NBL-1038,238.0,0.0,10,182.0
2024-11-09,NBL-1038,138.0,210.0,10,182.0
2024-11-16,NBL-1038,236.0,0.0,10,182.0
2024-11-23,NBL-1038,351.0,0.0,10,182.0
2024-11-30,NBL-1038,257.0,0.0,10,182.0
2024-12-07,NBL-1038,145.0,210.0,10,182.0
2024-12-14,NBL-1038,272.0,0.0,10,182.0
2024-12-21,NBL-1038,182.0,0.0,10,182.0
2024-12-28,NBL-1038,97.0,210.0,10,182.0
2025-01-04,NBL-1038,216.0,0.0,10,182.0
2025-01-11,NBL-1038,312.0,0.0,10,182.0
2025-01-18,NBL-1038,218.0,0.0,10,182.0
2025-01-25,NBL-1038,126.0,210.0,10,182.0
2025-02-01,NBL-1038,222.0,0.0,10,182.0
2025-02-08,NBL-1038,351.0,0.0,10,182.0
2025-02-15,NBL-1038,221.0,0.0,10,182.0
2025-02-22,NBL-1038,326.0,0.0,10,182.0
2025-03-01,NBL-1038,213.0,0.0,10,182.0
2025-03-08,NBL-1038,96.0,210.0,10,182.0
2025-03-15,NBL-1038,190.0,0.0,10,182.0
2025-03-22,NBL-1038,263.0,0.0,10,182.0
2025-03-29,NBL-1038,152.0,210.0,10,182.0
2025-04-05,NBL-1038,216.0,0.0,10,182.0
2025-04-12,NBL-1038,296.0,0.0,10,182.0
2025-04-19,NBL-1038,349.0,0.0,10,182.0
2025-04-26,NBL-1038,206.0,0.0,10,182.0
2025-05-03,NBL-1038,274.0,0.0,10,182.0
2025-05-10,NBL-1038,360.0,0.0,10,182.0
2025-05-17,NBL-1038,231.0,0.0,10,182.0
2025-05-24,NBL-1038,82.0,210.0,10,182.0
2025-05-31,NBL-1038,169.0,210.0,10,182.0
2025-06-07,NBL-1038,0.0,210.0,10,182.0
2025-06-14,NBL-1038,66.0,210.0,10,182.0
2025-06-21,NBL-1038,161.0,210.0,10,182.0
2025-06-28,NBL-1038,233.0,0.0,10,182.0
2025-07-05,NBL-1038,53.0,210.0,10,182.0
2025-07-12,NBL-1038,125.0,210.0,10,182.0
2025-07-19,NBL-1038,188.0,0.0,10,182.0
2025-07-26,NBL-1038,37.0,210.0,10,182.0
2025-08-02,NBL-1038,77.0,210.0,10,182.0
2025-08-09,NBL-1038,169.0,210.0,10,182.0
2025-08-16,NBL-1038,0.0,210.0,10,182.0
2025-08-23,NBL-1038,70.0,210.0,10,182.0
2025-08-30,NBL-1038,164.0,210.0,10,182.0
2025-09-06,NBL-1038,221.0,0.0,10,182.0
2025-09-13,NBL-1038,87.0,210.0,10,182.0
2025-09-20,NBL-1038,128.0,210.0,10,182.0
2025-09-27,NBL-1038,227.0,0.0,10,182.0
2025-10-04,NBL-1038,108.0,210.0,10,182.0
2025-10-11,NBL-1038,193.0,0.0,10,182.0
2025-10-18,NBL-1038,293.0,0.0,10,182.0
2025-10-25,NBL-1038,202.0,0.0,10,182.0
2025-11-01,NBL-1038,60.0,210.0,10,182.0
2025-11-08,NBL-1038,179.0,210.0,10,182.0
2025-11-15,NBL-1038,291.0,0.0,10,182.0
2025-11-22,NBL-1038,205.0,0.0,10,182.0
2025-11-29,NBL-1038,321.0,0.0,10,182.0
2025-12-06,NBL-1038,235.0,0.0,10,182.0
2025-12-13,NBL-1038,137.0,210.0,10,182.0
2025-12-20,NBL-1038,266.0,0.0,10,182.0
2025-12-27,NBL-1038,187.0,0.0,10,182.0
2026-01-03,NBL-1038,99.0,210.0,10,182.0
2026-01-10,NBL-1038,225.0,0.0,10,182.0
2026-01-17,NBL-1038,348.0,0.0,10,182.0
2026-01-24,NBL-1038,275.0,0.0,10,182.0
2026-01-31,NBL-1038,198.0,0.0,10,182.0
2026-02-07,NBL-1038,302.0,0.0,10,182.0
2026-02-14,NBL-1038,214.0,0.0,10,182.0
2026-02-21,NBL-1038,98.0,210.0,10,182.0
2026-02-28,NBL-1038,236.0,0.0,10,182.0
2026-03-07,NBL-1038,368.0,0.0,10,182.0
2026-03-14,NBL-1038,288.0,0.0,10,182.0
